web_scraper_order,web_scraper_start_url,categories,categories_href,category_name,category_description,category_emoji_list,category_emoji_list_href,emoji,emoji_name,emoji_description
"1573460092-10767","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🤐 Zipper-Mouth Face","https://emojipedia.org/zipper-mouth-face/","🤐","Zipper-Mouth Face","A yellow face with simple, open eyes and a closed zipper for a mouth. Meaning widely varies, but commonly conveys a secret or that someone will keep one (e.g., My lips are sealed). May also be used to tell someone to stop talking (e.g., Zip it! or I’ll shut up now).
Google's design for 😯 Hushed Face previously featured a zipper-mouth.

Zipper-Mouth Face was approved as part of Unicode 8.0 in 2015
and added to Emoji 1.0 in 2015."
"1573456940-9383","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇪🇭 Flag: Western Sahara","https://emojipedia.org/flag-for-western-sahara/","🇪🇭","🇭 Flag: Western Sahara","The flag for Western Sahara, which may show as the letters EH on some platforms.
The Flag: Western Sahara emoji is a sequence of the 🇪 Regional Indicator Symbol Letter E and 🇭 Regional Indicator Symbol Letter H emojis.
These display as a single emoji on supported platforms.

Flag: Western Sahara was added to Emoji 1.0 in 2015."
"1573460085-10764","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😑 Expressionless Face","https://emojipedia.org/expressionless-face/","😑","Expressionless Face","A yellow face with flat, closed eyes and mouth. May convey a sense of frustration or annoyance more intense than suggested by 😐 Neutral Face, as if taking a moment to collect itself.

Expressionless Face was approved as part of Unicode 6.1 in 2012
and added to Emoji 1.0 in 2015."
"1573457764-9644","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","🎵 Musical Note","https://emojipedia.org/musical-note/","🎵","Musical Note","A music note emoji, which can denote song lyrics, or other music related topics.
Displays as two eighth-notes (quavers in British English) connected with a beam in the Apple artwork. A single eight-note (quaver) is used in Microsoft and Google’s emoji font.

Musical Note was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.



Copy and paste this emoji:

 Copy"
"1573459234-10353","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🐔 Chicken","https://emojipedia.org/chicken/","🐔","Chicken","A chicken, a bird used for its meat and eggs. Generally depicted as the white head of a chicken (hen or rooster) looking left, with a yellow beak, red comb on its head, and red wattle on its neck.
May be consumed in the form of 🍗 Poultry Leg. Not to be confused with the full-bodied 🐓 Rooster, though their applications overlap. Also may be used for metaphorical senses of chicken (e.g., “coward”).
See also 🐣 Hatching Chick, 🐤 Baby Chick, and 🐥 Front-Facing Baby Chick.
Available as an Apple Animoji.
Google’s design features a full chicken, Twitter’s chicken head is looking straight ahead. Microsoft’s chicken was previously yellow, Samsung’s facing forward; Facebook’s design once featured a full, brown bird.

Chicken was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573457221-9501","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","🅿 P Button","https://emojipedia.org/negative-squared-latin-capital-letter-p/","🅿️","️ P Button","P Button was approved as part of Unicode 5.2 in 2009
under the name “Negative Squared Latin Capital Letter P”
and added to Emoji 1.0 in 2015."
"1573457787-9655","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","🀄 Mahjong Red Dragon","https://emojipedia.org/mahjong-tile-red-dragon/","🀄","Mahjong Red Dragon","The red dragon tile in the game of Japanese Mahjong. White, with red 中 character printed on it.

Mahjong Red Dragon was approved as part of Unicode 5.1 in 2008
under the name “Mahjong Tile Red Dragon”
and added to Emoji 1.0 in 2015."
"1573458091-9802","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📩 Envelope With Arrow","https://emojipedia.org/envelope-with-downwards-arrow-above/","📩","Envelope With Arrow","The back of envelope with a down arrow on top. Generally depicted in white (except for Google’s yellow design) with a red or blue arrow.
Commonly used an icon before an email address. May also represent downloading, direct messages, or mail (post) more generally. Its original intent may have been to indicate sealing and delivering a letter in an envelope.
Microsoft’s design previously resembled an incoming envelope. Early designs from Apple featured a right arrow with the envelope oriented lengthwise. SoftBank originally animated a rightward-moving arrow and envelope, suggesting sending or sent.

Envelope With Arrow was approved as part of Unicode 6.0 in 2010
under the name “Envelope With Downwards Arrow Above”
and added to Emoji 1.0 in 2015."
"1573456836-9352","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇭🇳 Flag: Honduras","https://emojipedia.org/flag-for-honduras/","🇭🇳","🇳 Flag: Honduras","The flag for Honduras, which may show as the letters HN on some platforms.
The Flag: Honduras emoji is a sequence of the 🇭 Regional Indicator Symbol Letter H and 🇳 Regional Indicator Symbol Letter N emojis.
These display as a single emoji on supported platforms.

Flag: Honduras was added to Emoji 1.0 in 2015."
"1573457428-9581","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣
Symbols","Heart emojis, clocks, arrows, signs and shapes.","♓ Pisces","https://emojipedia.org/pisces/","♓","Pisces","The Pisces astrological sign in the Zodiac. This Zodiac Symbol represents a Fish.

Pisces was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015."
"1573456782-9327","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇰🇵 Flag: North Korea","https://emojipedia.org/flag-for-north-korea/","🇰🇵","🇵 Flag: North Korea","The flag for North Korea, which may show as the letters KP on some platforms.
The Flag: North Korea emoji is a sequence of the 🇰 Regional Indicator Symbol Letter K and 🇵 Regional Indicator Symbol Letter P emojis.
These display as a single emoji on supported platforms.

Flag: North Korea was added to Emoji 1.0 in 2015."
"1573457080-9449","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇦🇫 Flag: Afghanistan","https://emojipedia.org/flag-for-afghanistan/","🇦🇫","🇫 Flag: Afghanistan","The flag for Afghanistan, which may show as the letters AF on some platforms.
The Flag: Afghanistan emoji is a sequence of the 🇦 Regional Indicator Symbol Letter A and 🇫 Regional Indicator Symbol Letter F emojis.
These display as a single emoji on supported platforms.

Flag: Afghanistan was added to Emoji 1.0 in 2015."
"1573458137-9824","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📙 Orange Book","https://emojipedia.org/orange-book/","📙","Orange Book","A closed, orange, hardcover book—similar to the Emojipedia logo 📙😃. Commonly used for various content concerning reading, writing, learning, and schooling. May also be used as an orange accent color.
Apple’s cover features the easter egg Vol. 4 by John Appleseed. It was previously purple and the third volume. Samsung’s cover reads Orange Book.

Orange Book was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.
"
"1573456717-9297","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇲🇷 Flag: Mauritania","https://emojipedia.org/flag-for-mauritania/","🇲🇷","🇷 Flag: Mauritania","The flag for Mauritania, which may show as the letters MR on some platforms. This design changed in August 2017, adding a red band at the top and bottom.
Only newer vendor updates display the new flag design.
The Flag: Mauritania emoji is a sequence of the 🇲 Regional Indicator Symbol Letter M and 🇷 Regional Indicator Symbol Letter R emojis.
These display as a single emoji on supported platforms.

 Flag: Mauritania was added to Emoji 1.0 in 2015."
"1573459401-10433","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👜 Handbag","https://emojipedia.org/handbag/","👜","Handbag","A handbag, used predominantly by women to carry personal items and/or as a fashion accessory.
The style of this emoji varies greatly by platform, with leather-related colors such as brown or orange the most commonly displayed. Samsung shows a pink handbag, and Twitter a purple handbag.
Not to be confused with the smaller and handle-less pouch emoji.

Handbag was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458114-9813","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","💰 Money Bag","https://emojipedia.org/money-bag/","💰","Money Bag","A bag full of money. Depicted as a sack, usually tan, tied off and displaying a dollar sign. May be filled with coins, as most platforms show a rounded bag.
Commonly used for various content concerning wealth and money. 

Money Bag was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573457947-9732","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","💊 Pill","https://emojipedia.org/pill/","💊","Pill","A capsule of medicine. Generally depicted at a 45° angle, half red, half yellow. Commonly used for content concerning health, medicine, and related professions as well various types of drugs.
Samsung’s design previously featured a blue-and-white capsule with two round pills, one orange, the other white. Google and Microsoft’s designs previously featured blue in their capsules.

Pill was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
